Investigation.Type,Accident.Number,Event.Date,LOCATION,Latitude,Longitude,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Weather.Condition
Accident,CEN20CA221,2020-06-08,"HIAWATHA, KS",39.882499,-95.518333,Non-Fatal,Substantial,Air Tractor,AT502,1.0,Turbo Prop,Aerial Application,VMC
Accident,CEN20CA220,2020-06-08,"SULFER, LA",30.133888,-93.377777,Minor,Substantial,Vans,RV8,1.0,Reciprocating,Personal,VMC
Accident,ANC20LA059,2020-06-08,"ANCHORAGE, AK",61.186668,-149.96527,Non-Fatal,Substantial,Piper,PA 12,1.0,Reciprocating,Instructional,VMC
Accident,ERA20CA210,2020-06-08,"ST. MARYS, PA",41.412498,-78.502502,Non-Fatal,Substantial,Great Lakes,2T 1A,1.0,Reciprocating,Personal,VMC
Accident,WPR20CA209,2020-06-08,"LUBBOCK, TX",33.668609,-101.819999,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,WPR20LA170,2020-06-07,"LANDER, WY",42.704723,-108.882499,Fatal,Substantial,Kitfox,Kitfox,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA209,2020-06-07,"CUMBERLAND, MD",39.613887,-78.756942,Non-Fatal,Substantial,Piper,PA38,1.0,Reciprocating,Personal,VMC
Accident,CEN20LA216,2020-06-07,"MARSHALL, MI",42.245834,-84.991111,Non-Fatal,Substantial,Team,1600R,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA226,2020-06-07,"TALIHINA, OK",34.707778,-95.07389,Non-Fatal,Substantial,Bellanca,17 30,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA243,2020-06-07,"GREENWOOD, SC",34.250278,-82.157775,Non-Fatal,Substantial,Piper,PA28,1.0,Reciprocating,Instructional,VMC
Accident,CEN20LA214,2020-06-06,"New Washington, IN",38.538612,-85.482498,Fatal,Destroyed,Cessna,172,1.0,REC,Inst,VMC
Accident,WPR20LA169,2020-06-05,"REDLANDS, CA",34.064723,-117.080001,Fatal,Substantial,Cessna,175,1.0,Reciprocating,Personal,IMC
Accident,ERA20LA207,2020-06-05,"WURTSBORO, NY",41.594722,-74.45639,Fatal,Substantial,Quad City,CHALLENGER,1.0,Reciprocating,Flight Test,VMC
Accident,WPR20CA181,2020-06-05,"HEALDSBURG, CA",38.652778,-122.898612,Non-Fatal,Substantial,Mooney,M20J,1.0,Reciprocating,Personal,VMC
Accident,ERA20LA206,2020-06-05,"Eatonton, GA",33.381389,-83.328887,Fatal,Destroyed,Piper,PA 31T,2.0,TP,Pers,IMC
Accident,CEN20LA211,2020-06-04,"CLEBURNE, TX",32.302223,-97.536666,Non-Fatal,Substantial,Beech,23,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA212,2020-06-04,"CORPUS CRISTI, TX",27.772222,-97.502502,Non-Fatal,Substantial,Piper,PA28R,1.0,Reciprocating,Personal,VMC
Accident,WPR20CA168,2020-06-04,"YAKIMA, WA",46.568054,-120.544166,Non-Fatal,Substantial,Stinson,108,1.0,Reciprocating,Personal,VMC
Accident,WPR20LA175,2020-06-04,"LINCOLN, CA",38.923053,-121.470832,Non-Fatal,Substantial,Grumman,G164,1.0,Turbo Prop,Aerial Application,VMC
Accident,CEN20CA213,2020-06-04,"CADILLAC, MI",44.275276,-85.418891,Minor,Substantial,Piper,PA18,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA242,2020-06-04,"CASTROVILLE, TX",29.342777,-98.851387,Non-Fatal,Substantial,Cessna,305,1.0,Reciprocating,Personal,VMC
Accident,WPR20LA252,2020-06-04,"SALEM, OR",44.909442,-123.002502,Non-Fatal,Substantial,Piper,PA 30,2.0,Reciprocating,Personal,VMC
Accident,WPR20CA164,2020-06-03,"SANDIA, TX",27.993888,-97.820556,Siruose,Substantial,Cessna,182,1.0,Reciprocating,Personal,VMC
Accident,CEN20LA208,2020-06-03,"FARGO, ND",46.920555,-96.815834,Non-Fatal,Substantial,Piper,PA32,1.0,Reciprocating,Instructional,VMC
Accident,WPR20CA166,2020-06-03,"GLENDIVE, MT",47.13861,-104.80722,Non-Fatal,Substantial,Aviat,A 1,1.0,Reciprocating,Personal,VMC
Accident,WPR20CA167,2020-06-03,"LAS VEGAS, NV",36.210277,-115.195556,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,CEN20CA223,2020-06-03,"OLIVE BRANCH, MS",34.97861,-89.786941,Non-Fatal,Substantial,Cessna,182J,1.0,Reciprocating,Instructional,VMC
Accident,WPR20CA199,2020-06-03,"IONE, CA",38.419998,-121.010002,Non-Fatal,Substantial,Beech,D 45,1.0,Reciprocating,Personal,VMC
Accident,ERA20LA202,2020-06-02,"SAN JUAN, PR",18.458889,-66.091941,Fatal,Substantial,Piper,PA23,2.0,Reciprocating,Flight Test,VMC
Accident,ANC20CA056,2020-06-02,"NIKISKI, AK",60.935276,-151.96665,Non-Fatal,Substantial,Piper,PA18,1.0,Reciprocating,Personal,VMC
Accident,WPR20CA173,2020-06-02,"BUTTE, MT",45.954723,-112.497497,Non-Fatal,Substantial,Cessna,170,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA201,2020-06-01,"GULF OF MEXICO,",26.014999,-82.112503,Non-Fatal,Substantial,Jabiru,J250-SP,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA203,2020-06-01,"BATAVIA, NY",43.031665,-78.173332,Non-Fatal,Substantial,Beech,36,1.0,Reciprocating,Positioning,VMC
Accident,ANC20CA052,2020-06-01,"UNALAKLEET, AK",63.906112,-160.25444,Non-Fatal,Substantial,Air Tractor,AT802,1.0,Turbo Prop,Firefighting,VMC
Accident,WPR20LA157,2020-05-31,"VALLEY CENTER, CA",33.284999,-117.013336,Fatal,Substantial,Cub Crafters,CCK-1865,1.0,Reciprocating,Personal,VMC
Accident,CEN20LA199,2020-05-31,"PINEVILLE, LA",31.348333,-92.434448,Fatal,Substantial,Piper,PA28,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA205,2020-05-31,"LAKEVIEW, AR",36.348609,-92.556945,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,WPR20CA158,2020-05-31,"HEBER CITY, UT",40.488887,-111.419441,Non-Fatal,Substantial,Cessna,P210,1.0,Reciprocating,Personal,VMC
Accident,ANC20LA053,2020-05-31,"AMBLER, AK",67.039443,-158.829437,Non-Fatal,Substantial,Zenith,STOL CH701,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA206,2020-05-31,"WORTHINGTON, MN",43.655555,-95.583335,Non-Fatal,Substantial,Zenair,CH601,1.0,Reciprocating,Personal,VMC
Accident,CEN20LA201,2020-05-31,"Carlinville, IL",39.241664,-89.915557,Fatal,Destroyed,Piper,PA28,1.0,REC,Pers,VMC
Accident,CEN20CA202,2020-05-30,"ARLINGTON, TX",32.663887,-97.094169,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Personal,VMC
Accident,ERA20LA198,2020-05-29,"HUMBOLDT, TN",35.793609,-88.878608,Non-Fatal,Substantial,Piper,PA-24-180,1.0,Reciprocating,Personal,VMC
Accident,WPR20CA159,2020-05-29,"MAXWELL, CA",39.299446,-122.188888,Non-Fatal,Substantial,Grumman,G164,1.0,Reciprocating,Aerial Application,VMC
Accident,WPR20CA160,2020-05-28,"VINE GROVE, KY",37.815834,-85.964721,Non-Fatal,Substantial,Champion,7ECA,1.0,Reciprocating,Personal,VMC
Accident,ANC20LA050,2020-05-28,"ANIAK, AK",61.581665,-159.54306,Siruose,Substantial,Rockwell,500,2.0,Reciprocating,Public Aircraft - State,VMC
Accident,ANC20CA051,2020-05-28,"STERLING, AK",60.533332,-150.76832,Minor,Substantial,Piper,PA18,1.0,Reciprocating,Personal,VMC
Accident,CEN20LA197,2020-05-27,"CAMBRIDGE, OH",40.020557,-81.535552,Fatal,Substantial,Beech,35-A33,1.0,Reciprocating,Ferry,VMC
Accident,ANC20CA057,2020-05-27,"PALMER, AK",61.192501,-148.66389,Non-Fatal,Substantial,Champion,7GCBC,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA194,2020-05-26,"APPLETON, WI",44.256389,-88.519996,Non-Fatal,Substantial,Cessna,140,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA196,2020-05-26,"GEORGETOWN, TX",30.678888,-97.68,Non-Fatal,Substantial,Denney,KITFOX SPEEDSTER,1.0,Reciprocating,Personal,VMC
Accident,ERA20LA195,2020-05-26,"SOUTH BOSTON, VA",36.700828,-78.900177,Non-Fatal,Substantial,Piper,PA24,1.0,Reciprocating,Personal,VMC
Accident,WPR20CA154,2020-05-25,"SPOTTED HORSE, WY",44.740001,-105.949996,Non-Fatal,Substantial,Champion,7GCBC,1.0,Reciprocating,Personal,VMC
Accident,ANC20CA054,2020-05-24,"GULKANA, AK",62.189998,-144.87583,Non-Fatal,Substantial,Cessna,120,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA191,2020-05-23,"MIDLAND, MI",43.663055,-84.26139,Non-Fatal,Substantial,Pietenpol,AIRCAMPER,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA192,2020-05-22,"CARBONDALE, IL",37.778057,-89.251945,Non-Fatal,Substantial,Champion,7GCBC,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA193,2020-05-22,"IONIA, MI",42.937778,-85.056114,Non-Fatal,Substantial,Cessna,182,1.0,Reciprocating,Flight Test,VMC
Accident,ERA20LA194,2020-05-21,"RAINBOW CITY, AL",33.882221,-86.072776,Non-Fatal,Substantial,Bellanca,8KCAB,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA195,2020-05-21,"HOUMA, LA",29.566389,-90.660552,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Aerial Observation,VMC
Accident,ERA20CA200,2020-05-21,"HAMPTON, GA",33.389999,-84.331108,Non-Fatal,Substantial,Vans,RV8,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA188,2020-05-20,"LINO LAKES, MN",45.157501,-93.121665,Non-Fatal,Substantial,Cessna,R172,1.0,Reciprocating,Personal,VMC
Accident,WPR20LA152,2020-05-20,"Santa Maria, CA",34.893054,-120.454719,Fatal,Destroyed,Cirrus,SR20,1.0,REC,Pers,VMC
Accident,CEN20CA184,2020-05-19,"LEES SUMMIT, MO",38.95972,-94.373886,Non-Fatal,Substantial,"Rhoads, Larry E",Sopwith Baby,1.0,Reciprocating,Flight Test,VMC
Accident,CEN20LA185,2020-05-19,"HOUSTON, TX",29.645833,-95.276947,Non-Fatal,Substantial,Cessna,501,2.0,Turbo Fan,Personal,VMC
Accident,ERA20LA192,2020-05-18,"KNOXVILLE, TN",35.810276,-83.990554,Non-Fatal,Substantial,Beech,F90,2.0,Turbo Prop,Executive/corporate,VMC
Accident,WPR20CA149,2020-05-17,"WINIFRED, MT",47.885276,-109.022781,Non-Fatal,Substantial,Cessna,185,1.0,Reciprocating,Personal,VMC
Accident,ERA20LA188,2020-05-16,"CLARKSVILLE, TN",36.494445,-87.321945,Minor,Substantial,Vaughn,Challenger,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA189,2020-05-16,"CARTHAGE, NC",35.341667,-79.436943,Non-Fatal,Substantial,Zenith,ZODIAC CH 650,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA190,2020-05-16,"OXFORD, CT",41.478332,-73.135276,Non-Fatal,Substantial,Cessna,305,1.0,Reciprocating,Personal,VMC
Accident,ANC20CA047,2020-05-16,"MCGRATH, AK",62.508888,-153.89778,Non-Fatal,Substantial,Piper,PA 18,1.0,Reciprocating,Personal,VMC
Accident,ANC20CA048,2020-05-16,"SKWENTNA, AK",61.96611,-151.19528,Non-Fatal,Substantial,Piper,PA18,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA187,2020-05-15,"GUNTERSVILLE, AL",34.554721,-86.123054,Non-Fatal,Substantial,Aviat,A1B,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA181,2020-05-15,"COLCHESTER, IL",40.45111,-90.790832,Siruose,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA182,2020-05-15,"CHATHAM, IL",39.704166,-89.717224,Non-Fatal,Substantial,Cessna,120,1.0,Reciprocating,Personal,IMC
Accident,ERA20LA183,2020-05-15,"Rogersville, TN",36.460834,-82.876663,Fatal,Destroyed,Ercoupe,415,1.0,REC,Pers,VMC
Accident,WPR20LA147,2020-05-14,"TUCSON, AZ",32.251388,-110.705558,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Aerial Observation,VMC
Accident,WPR20LA144,2020-05-13,"PHOENIX, AZ",33.685554,-112.065551,Non-Fatal,Substantial,Mooney,M20J,1.0,Reciprocating,Personal,VMC
Accident,ERA20LA177,2020-05-12,"HOLLYWOOD, FL",25.993055,-80.294723,Fatal,Substantial,Piper,PA34,2.0,Reciprocating,Instructional,VMC
Accident,ERA20LA179,2020-05-12,"Land O Lakes, FL",28.223611,-82.386947,Fatal,Destroyed,Beech,F33,1.0,REC,Pers,VMC
Accident,ERA20CA185,2020-05-11,"FAYETTEVILLE, TN",35.060554,-86.563888,Non-Fatal,Substantial,Piper,PA22,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA176,2020-05-09,"HAMPTON, GA",33.375831,-84.297225,Minor,Substantial,Cessna,402,2.0,Reciprocating,Aerial Observation,VMC
Accident,WPR20CA142,2020-05-08,"HEBER CITY, UT",40.486667,-111.421943,Non-Fatal,Substantial,N126c Llc,CCX-2000,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA175,2020-05-03,"SHIRLEY, NY",40.828056,-72.865554,Non-Fatal,Substantial,Waco,QCF,1.0,Reciprocating,Personal,VMC
Accident,CEN20LA168,2020-05-02,"PALMYRA, IL",39.408889,-89.990277,Fatal(1),Destroyed,Yakovlev,YAK 52,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA164,2020-04-30,"ANOKA, MN",45.295555,-93.173611,Non-Fatal,Substantial,Cessna,A185,1.0,Reciprocating,Personal,VMC
Accident,WPR20LA133,2020-04-28,"LODI, CA",38.196111,-121.248889,Non-Fatal,Substantial,Cessna,177,1.0,Reciprocating,Personal,VMC
Accident,CEN20LA162,2020-04-28,"NEW BRAUNFELS, TX",29.867778,-98.275834,Non-Fatal,Substantial,Cessna,210,1.0,Reciprocating,Personal,IMC
Accident,ERA20LA164,2020-04-27,"MERIDIANVILLE, AL",34.845833,-86.557778,Non-Fatal,Substantial,Piper,PA32RT,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA163,2020-04-27,"LONGMONT, CO",40.163611,-105.162222,Non-Fatal,Substantial,Piper,PA28,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA161,2020-04-26,"COLORADO SPRINGS, CO",38.864444,-104.768611,Non-Fatal,Substantial,Piper,PA 20,1.0,Reciprocating,Instructional,VMC
Accident,WPR20CA134,2020-04-25,"BOUNTIFUL, UT",40.863889,-111.9275,Non-Fatal,Substantial,Piper,PA18,1.0,Reciprocating,Personal,VMC
Accident,ERA20LA163,2020-04-25,"EAST HAMPTON, NY",40.959444,-72.251667,Non-Fatal,Substantial,Piper,PA28,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA159,2020-04-25,"ENOSBURG, VT",44.923056,-72.753889,Non-Fatal,Substantial,Aeronca,7AC,1.0,Reciprocating,Personal,VMC
Accident,ERA20LA162,2020-04-24,"FORT LAUDERDALE, FL",26.197222,-80.170834,Non-Fatal,Substantial,Iai,1125,2.0,Turbo Fan,Personal,VMC
Accident,ERA20LA161,2020-04-24,"CODEN, AL",30.376945,-88.1575,Non-Fatal,Substantial,Keuthan Aircraft Corp,Buccaneer II,1.0,Reciprocating,Personal,VMC
Accident,WPR20LA145,2020-04-22,"LOGAN, UT",41.791667,-111.851669,Non-Fatal,Substantial,Czech Sport Aircraft,Sport Cruiser,1.0,Reciprocating,Instructional,VMC
Accident,CEN20CA153,2020-04-21,"MAMOU, LA",30.589444,-92.427778,Non-Fatal,Substantial,Air Tractor,AT 602,1.0,Turbo Prop,Aerial Application,VMC
Accident,ERA20CA156,2020-04-20,"HAMBURG, NY",42.700833,-78.914722,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA153,2020-04-19,"MERRITT ISLAND, FL",28.341666,-80.685555,Non-Fatal,Substantial,Lancair,SUPER ES,1.0,Reciprocating,Personal,VMC
Accident,CEN20LA150,2020-04-19,"BOWIE, TX",33.516667,-97.773056,Non-Fatal,Substantial,Piper,PA 18,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA151,2020-04-18,"HUDSON, CO",40.102778,-104.701111,Non-Fatal,Substantial,Eagle,EAGLE DW 1,1.0,Reciprocating,Banner Tow,VMC
Accident,ERA20CA152,2020-04-17,"AHOSKIE, NC",36.2975,-77.170834,Non-Fatal,Substantial,Holmgren,Bearhawk,1.0,Reciprocating,Personal,VMC
Accident,WPR20CA124,2020-04-16,"MARION, MT",48.073889,-114.677778,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA152,2020-04-16,"ENID, OK",36.364722,-97.667778,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,ERA20CA151,2020-04-10,"TOWNSEND, TN",35.570834,-83.585,Non-Fatal,Substantial,Pipistrel,SINUS,1.0,Reciprocating,Personal,VMC
Accident,CEN20LA145,2020-04-10,"SIDNEY, IA",40.826111,-95.670278,Non-Fatal,Substantial,Beech,35,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA146,2020-04-10,"FORTH WORTH, TX",32.815556,-97.543055,Non-Fatal,Substantial,Pitts,S2,1.0,Reciprocating,Personal,VMC
Accident,ANC20CA042,2020-04-10,"HOMER, AK",59.645555,-151.476389,Non-Fatal,Substantial,Piper,PA18,1.0,Reciprocating,Personal,VMC
Accident,ERA20LA150,2020-04-09,"Mount Pleasant, SC",32.885,-79.775834,Fatal(2),Destroyed,Arion Aircraft Llc,Lightning LS-1,1.0,Reciprocating,Instructional,VMC
Accident,ANC20CA041,2020-04-07,"CHICKALOON, AK",61.539722,-147.134444,Non-Fatal,Substantial,Piper,PA 18A,1.0,Reciprocating,Personal,VMC
Accident,WPR20LA117,2020-04-04,"SANTA PAULA, CA",34.346666,-119.060833,Non-Fatal,Substantial,Cessna,177RG,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA138,2020-04-02,"HESSEL, MI",46.035555,-84.417778,Non-Fatal,Substantial,Champion,AERONCA 7FC,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA146,2020-04-01,"HOLLYWOOD, FL",26.001111,-80.240833,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,ERA20CA143,2020-04-01,"PALM COAST, FL",29.465278,-81.207778,Non-Fatal,Substantial,Diamond,DA42,2.0,Reciprocating,Instructional,VMC
Accident,CEN20LA140,2020-04-01,"SEQUIN, TX",29.5025,-97.995555,Non-Fatal,Substantial,Beech,35,1.0,Reciprocating,Personal,VMC
Accident,WPR20CA120,2020-03-31,"PALM SPRINGS, CA",33.748333,-116.274723,Non-Fatal,Substantial,Piper,PA28R,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA137,2020-03-31,"OMAHA, NE",41.198611,-96.114722,Non-Fatal,Substantial,Piper,PA-28-235C,1.0,Reciprocating,Instructional,VMC
Accident,CEN20LA134,2020-03-29,"Mesquite, TX",32.761944,-96.515556,Fatal(1),Destroyed,Muse,P51D,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA142,2020-03-27,"STOW, MA",42.460556,-71.517778,Non-Fatal,Substantial,Cirrus,SR20,1.0,Reciprocating,Personal,VMC
Accident,ANC20CA040,2020-03-27,"FAIRBANKS, AK",64.815,-147.856389,Non-Fatal,Substantial,Piper,PA32,1.0,Reciprocating,Personal,VMC
Accident,ANC20CA039,2020-03-27,"WASILLA, AK",61.624167,-149.648611,Non-Fatal,Substantial,Wag-aero,Sportsman 2+2,1.0,Reciprocating,Personal,VMC
Accident,CEN20LA133,2020-03-25,"MCKINNEY, TX",33.2025,-96.743611,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Personal,VMC
Accident,CEN20LA132,2020-03-25,"WAXAHACHIE, TX",32.448055,-96.913889,Non-Fatal,Substantial,Cessna,T210,1.0,Reciprocating,Personal,VMC
Accident,ERA20LA134,2020-03-23,"Swansboro, NC",34.416945,-77.034166,Fatal(2),Destroyed,Maule,MT-7,1.0,Reciprocating,Personal,IMC
Accident,CEN20LA131,2020-03-22,"LETTSWORTH, LA",30.938333,-91.793055,Non-Fatal,Substantial,Bower,Challenger II,1.0,Reciprocating,Personal,VMC
Accident,CEN20LA130,2020-03-22,"HARRISVILLE, MI",44.666945,-83.321945,Non-Fatal,Substantial,Cessna,177,1.0,Reciprocating,Personal,VMC
Accident,ANC20CA036,2020-03-22,"SOLDOTNA, AK",60.475278,-151.0325,Non-Fatal,Substantial,Cessna,175,1.0,Reciprocating,Flight Test,VMC
Accident,ERA20LA132,2020-03-21,"CHARLESTON, SC",32.708056,-80.015556,Fatal(1),Substantial,Cessna,310,2.0,Reciprocating,Personal,VMC
Accident,CEN20CA129,2020-03-20,"CANYON, TX",35.04,-101.918889,Non-Fatal,Substantial,Piper,PA18,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA128,2020-03-18,"DENVER, CO",39.908889,-105.117223,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,WPR20LA111,2020-03-18,"Eagle Creek, OR",45.352778,-122.340833,Non-Fatal,Destroyed,Piper,PA 30,2.0,Reciprocating,Personal,VMC
Accident,ANC20CA034,2020-03-17,"KAHULUI, HI",20.889722,-156.435833,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,WPR20LA110,2020-03-16,"PINEDALE, WY",42.796944,-109.810556,Non-Fatal,Substantial,Piper,PA22,1.0,Reciprocating,Instructional,VMC
Accident,WPR20LA109,2020-03-14,"SCOTTSDALE, AZ",33.622778,-111.910556,Non-Fatal,Substantial,Raytheon,HAWKER 800XP,2.0,Turbo Fan,Executive/corporate,VMC
Accident,CEN20LA123,2020-03-14,"LUMBERTON, MS",31.078334,-89.591111,Non-Fatal,Substantial,Cessna,182,1.0,Reciprocating,Personal,VMC
Accident,WPR20FA108,2020-03-13,"SYLMAR, CA",34.330556,-118.526389,Fatal(2),Substantial,Mooney,M20K,1.0,Reciprocating,Personal,IMC
Accident,ERA20LA126,2020-03-12,"BEVERLY, MA",42.579723,-70.926667,Non-Fatal,Substantial,Piper,PA28,1.0,Reciprocating,Instructional,VMC
Accident,ERA20CA141,2020-03-12,"OCEAN CITY, MD",38.310556,-75.123889,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,ERA20FA124,2020-03-11,"STERLING, MA",42.430278,-71.7975,Fatal(1),Substantial,Cessna,177RG,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA131,2020-03-10,"SOCIAL CIRCLE, GA",33.685833,-83.648333,Non-Fatal,Substantial,American Legand Aircraft,AL18,1.0,Reciprocating,Personal,VMC
Accident,ANC20CA032,2020-03-09,"BIG LAKE, AK",61.534722,-149.8125,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,ERA20LA122,2020-03-08,"DESTIN, FL",30.409167,-86.481389,Non-Fatal,Substantial,Beech,V35,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA117,2020-03-08,"EOLIA, MO",39.212778,-90.917223,Non-Fatal,Substantial,Piper,PA28-180,1.0,Reciprocating,Personal,VMC
Accident,ERA20LA123,2020-03-07,"MCINTYRE, GA",32.931389,-83.170556,Non-Fatal,Substantial,Mooney,M20C,1.0,Reciprocating,Personal,VMC
Accident,ERA20CA128,2020-03-07,"SENOIA, GA",33.283334,-84.538889,Non-Fatal,Substantial,Stolp Starduster,ACRODUSTER II SA750,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA116,2020-03-07,"MACK, CO",39.265,-108.950278,Non-Fatal,Substantial,Cub Crafters,CC11-160,1.0,Reciprocating,Personal,VMC
Accident,ERA20FA119,2020-03-06,"BOYNTON BEACH, FL",26.555,-80.085833,Fatal(1),Substantial,American Aviation,AA 1,1.0,Reciprocating,Unknown,VMC
Accident,WPR20CA112,2020-03-06,"BOULDER CITY, NV",35.947222,-114.864722,Non-Fatal,Substantial,De Havilland,DHC6,2.0,Turbo Prop,Instructional,VMC
Accident,WPR20CA100,2020-03-06,"TWIN FALLS, ID",42.483334,-114.484722,Non-Fatal,Substantial,Piper,PA28R,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA115,2020-03-06,"NEW ORLEANS, LA",29.993333,-90.259167,Non-Fatal,Substantial,Mooney,M20K,1.0,Reciprocating,Personal,VMC
Accident,ERA20LA127,2020-03-05,"ALBEMARLE, NC",35.416667,-80.150833,Non-Fatal,Substantial,Piper,PA23,2.0,Reciprocating,Instructional,VMC
Accident,WPR20LA101,2020-03-04,"NEEDLES, CA",34.643889,-114.946944,Non-Fatal,Substantial,Cessna,210,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA114,2020-03-04,"HARRISON, OH",39.259167,-84.774445,Non-Fatal,Substantial,Vans,RV8,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA112,2020-03-03,"MADISON, IN",38.76,-85.464722,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,CEN20CA111,2020-03-03,"HILL CITY, MN",46.955833,-93.5975,Non-Fatal,Substantial,Cessna,P206,1.0,Reciprocating,Instructional,VMC
Accident,ERA20FA118,2020-03-03,"Bishop, GA",33.856667,-83.486389,Fatal(3),Destroyed,Piper,PA46,1.0,Reciprocating,Personal,IMC
Accident,CEN20FA110,2020-03-03,"Lincoln, IL",40.165833,-89.418056,Fatal(3),Destroyed,Cessna,172,1.0,Reciprocating,Aerial Observation,VMC
Accident,WPR20CA105,2020-02-29,"SANTA BARBARA, CA",34.574723,-119.608611,Non-Fatal,Substantial,Piper,PA 18,1.0,Reciprocating,Personal,VMC
Accident,WPR20LA104,2020-02-28,"SAN JOSE, CA",37.363056,-121.928611,Non-Fatal,Substantial,Piper,PA46,1.0,Reciprocating,Personal,VMC
Accident,WPR20CA103,2020-02-28,"SONOMA/SCHELLVILLE, CA",38.22,-122.45,Non-Fatal,Substantial,Cubcrafters,FX-3,1.0,Reciprocating,Personal,VMC
Accident,ERA20LA121,2020-02-28,"MOUNT PLEASANT, TN",35.554444,-87.179167,Non-Fatal,Substantial,Piper,PA28,1.0,Reciprocating,Instructional,VMC
Accident,ERA20CA115,2020-02-28,"TAMPA, FL",28.013889,-82.345277,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Instructional,VMC
Accident,CEN20FA108,2020-02-28,"PORT ISABEL, TX",26.165833,-97.330278,Fatal(1),Substantial,Cessna,150,1.0,Reciprocating,Personal,VMC
Accident,CEN20CA106,2020-02-28,"KOSCIUSKO, MS",33.0575,-89.5875,Non-Fatal,Substantial,Kitfox,57 Super Sport,1.0,Reciprocating,Personal,VMC
Accident,ANC20CA030,2020-02-28,"BIG LAKE, AK",61.534722,-149.798889,Non-Fatal,Substantial,Piper,PA18,1.0,Reciprocating,Personal,VMC
Accident,WPR20LA097,2020-02-27,"BAKER CITY, OR",44.730556,-117.838889,Non-Fatal,Substantial,Cessna,170,1.0,Reciprocating,Personal,VMC
Accident,WPR20CA095,2020-02-27,"DUBOIS, ID",44.162222,-112.220556,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
